workerid,proliferate.condition,frame,item,order,response,verb,error
6,condition1,5,The Sacklers' greed enabled the opioid epidemic.,57,4,enabled,
6,condition1,16,Diversification caused new monetary policies.,58,5,caused,
6,condition1,4,The zoning restrictions caused the housing shortage.,59,5,caused,
6,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,60,6,affected,
6,condition1,1,The dry weather enabled the wild fire.,61,6,enabled,
6,condition1,9,The new traffic signs caused the decrease in fatalities.,62,6,caused,
6,condition1,16,Diversification enabled new monetary policies.,63,6,enabled,
6,condition1,3,The new technology caused the change.,64,5,caused,
6,condition1,10,The striker deflecting the ball caused the goal.,65,5,caused,
34,condition1,10,The striker deflecting the ball affected the goal.,0,0,affected,
34,condition1,10,The striker deflecting the ball caused the goal.,1,6,caused,
34,condition1,3,The new technology caused the change.,2,6,caused,
34,condition1,12,More stipends caused the increase in student admissions.,3,6,caused,
34,condition1,8,Janelle's working hard enabled her success.,4,6,enabled,
34,condition1,16,Diversification enabled new monetary policies.,5,6,enabled,
34,condition1,6,The sunny weather enabled the tree's growth.,6,6,enabled,
34,condition1,10,The striker deflecting the ball enabled the goal.,7,3,enabled,
34,condition1,17,Erosion enabled density loss.,8,4,enabled,
34,condition1,5,The Sacklers' greed enabled the opioid epidemic.,9,6,enabled,
34,condition1,3,The new technology enabled the change.,10,6,enabled,
34,condition1,1,The dry weather affected the wild fire.,12,0,affected,
34,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,14,6,enabled,
34,condition1,1,The dry weather caused the wild fire.,15,6,caused,
34,condition1,8,Janelle's working hard affected her success.,16,0,affected,
34,condition1,5,The Sacklers' greed caused the opioid epidemic.,17,6,caused,
34,condition1,3,The new technology affected the change.,18,0,affected,
34,condition1,12,More stipends enabled the increase in student admissions.,19,6,enabled,
34,condition1,7,The breaking of the dam enabled the flood.,20,0,enabled,
34,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,21,6,affected,
34,condition1,9,The new traffic signs caused the decrease in fatalities.,22,6,caused,
34,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,23,6,caused,
34,condition1,9,The new traffic signs enabled the decrease in fatalities.,24,4,enabled,
34,condition1,17,Erosion caused density loss.,25,6,caused,
34,condition1,4,The zoning restrictions caused the housing shortage.,27,6,caused,
34,condition1,5,The Sacklers' greed affected the opioid epidemic.,28,6,affected,
34,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,30,0,enabled,
34,condition1,2,The CEO's decision caused the outcome.,31,6,caused,
34,condition1,13,The sun caused the drying of the clothes.,32,6,caused,
34,condition1,16,Diversification affected new monetary policies.,33,6,affected,
34,condition1,14,Deforestation enabled wildlife displacement.,34,6,enabled,
34,condition1,11,Turning off the life support caused the patient's death.,35,6,caused,
34,condition1,6,The sunny weather affected the tree's growth.,36,6,affected,
34,condition1,2,The CEO's decision affected the outcome.,37,0,affected,
34,condition1,14,Deforestation affected wildlife displacement.,38,6,affected,
34,condition1,15,Metastasis affected cell growth.,40,6,affected,
34,condition1,14,Deforestation caused wildlife displacement.,41,6,caused,
34,condition1,7,The breaking of the dam affected the flood.,42,0,affected,
34,condition1,11,Turning off the life support enabled the patient's death.,43,0,enabled,
34,condition1,7,The breaking of the dam caused the flood.,44,6,caused,
34,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,45,6,caused,
34,condition1,2,The CEO's decision enabled the outcome.,46,6,enabled,
34,condition1,9,The new traffic signs affected the decrease in fatalities.,47,6,affected,
34,condition1,8,Janelle's working hard caused her success.,48,6,caused,
34,condition1,19,The construction at the intersection caused the traffic in the vicinity.,49,6,caused,
34,condition1,15,Metastasis enabled cell growth.,50,6,enabled,
34,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,51,0,enabled,
34,condition1,4,The zoning restrictions enabled the housing shortage.,52,6,enabled,
34,condition1,4,The zoning restrictions affected the housing shortage.,53,6,affected,
34,condition1,6,The sunny weather caused the tree's growth.,54,6,caused,
34,condition1,13,The sun enabled the drying of the clothes.,55,6,enabled,
34,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,56,0,affected,
34,condition1,1,The dry weather enabled the wild fire.,57,0,enabled,
34,condition1,11,Turning off the life support affected the patient's death.,58,0,affected,
34,condition1,13,The sun affected the drying of the clothes.,59,6,affected,
34,condition1,15,Metastasis caused cell growth.,60,6,caused,
34,condition1,17,Erosion affected density loss.,61,6,affected,
34,condition1,12,More stipends affected the increase in student admissions.,62,6,affected,
34,condition1,19,The construction at the intersection affected the traffic in the vicinity.,63,6,affected,
34,condition1,16,Diversification caused new monetary policies.,65,6,caused,
22,condition1,11,Turning off the life support enabled the patient's death.,0,6,enabled,
22,condition1,7,The breaking of the dam enabled the flood.,1,0,enabled,
22,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,2,6,caused,
22,condition1,4,The zoning restrictions affected the housing shortage.,3,6,affected,
22,condition1,1,The dry weather enabled the wild fire.,4,0,enabled,
22,condition1,14,Deforestation enabled wildlife displacement.,5,0,enabled,
22,condition1,15,Metastasis caused cell growth.,6,6,caused,
22,condition1,13,The sun affected the drying of the clothes.,7,6,affected,
22,condition1,9,The new traffic signs caused the decrease in fatalities.,8,6,caused,
22,condition1,9,The new traffic signs enabled the decrease in fatalities.,9,0,enabled,
22,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,10,0,enabled,
22,condition1,12,More stipends enabled the increase in student admissions.,11,0,enabled,
22,condition1,11,Turning off the life support caused the patient's death.,12,6,caused,
22,condition1,11,Turning off the life support affected the patient's death.,15,5,affected,
22,condition1,1,The dry weather caused the wild fire.,16,6,caused,
22,condition1,2,The CEO's decision enabled the outcome.,17,1,enabled,
22,condition1,8,Janelle's working hard enabled her success.,18,6,enabled,
22,condition1,3,The new technology caused the change.,19,6,caused,
22,condition1,10,The striker deflecting the ball caused the goal.,20,6,caused,
22,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,21,6,affected,
22,condition1,19,The construction at the intersection caused the traffic in the vicinity.,22,6,caused,
22,condition1,13,The sun caused the drying of the clothes.,23,6,caused,
22,condition1,7,The breaking of the dam affected the flood.,24,4,affected,
22,condition1,7,The breaking of the dam caused the flood.,25,6,caused,
22,condition1,3,The new technology affected the change.,26,6,affected,
22,condition1,14,Deforestation affected wildlife displacement.,27,6,affected,
22,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,28,3,enabled,
22,condition1,16,Diversification affected new monetary policies.,29,6,affected,
22,condition1,1,The dry weather affected the wild fire.,30,6,affected,
22,condition1,10,The striker deflecting the ball affected the goal.,31,3,affected,
22,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,32,5,enabled,
22,condition1,17,Erosion enabled density loss.,33,5,enabled,
22,condition1,16,Diversification enabled new monetary policies.,34,3,enabled,
22,condition1,6,The sunny weather enabled the tree's growth.,35,3,enabled,
22,condition1,4,The zoning restrictions enabled the housing shortage.,36,3,enabled,
22,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,37,6,caused,
22,condition1,6,The sunny weather affected the tree's growth.,38,6,affected,
22,condition1,14,Deforestation caused wildlife displacement.,41,6,caused,
22,condition1,8,Janelle's working hard affected her success.,42,3,affected,
22,condition1,5,The Sacklers' greed enabled the opioid epidemic.,43,6,enabled,
22,condition1,2,The CEO's decision caused the outcome.,44,6,caused,
22,condition1,13,The sun enabled the drying of the clothes.,45,6,enabled,
22,condition1,19,The construction at the intersection affected the traffic in the vicinity.,46,4,affected,
22,condition1,4,The zoning restrictions caused the housing shortage.,47,6,caused,
22,condition1,17,Erosion affected density loss.,48,2,affected,
22,condition1,3,The new technology enabled the change.,49,6,enabled,
22,condition1,15,Metastasis affected cell growth.,50,6,affected,
22,condition1,2,The CEO's decision affected the outcome.,51,5,affected,
22,condition1,17,Erosion caused density loss.,53,6,caused,
22,condition1,12,More stipends affected the increase in student admissions.,54,5,affected,
22,condition1,5,The Sacklers' greed affected the opioid epidemic.,55,5,affected,
22,condition1,12,More stipends caused the increase in student admissions.,56,6,caused,
22,condition1,15,Metastasis enabled cell growth.,57,3,enabled,
22,condition1,10,The striker deflecting the ball enabled the goal.,58,5,enabled,
22,condition1,8,Janelle's working hard caused her success.,59,6,caused,
22,condition1,6,The sunny weather caused the tree's growth.,61,5,caused,
22,condition1,9,The new traffic signs affected the decrease in fatalities.,62,4,affected,
22,condition1,5,The Sacklers' greed caused the opioid epidemic.,63,6,caused,
22,condition1,16,Diversification caused new monetary policies.,64,3,caused,
22,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,65,5,affected,
38,condition1,4,The zoning restrictions caused the housing shortage.,0,6,caused,
38,condition1,17,Erosion caused density loss.,2,6,caused,
38,condition1,5,The Sacklers' greed enabled the opioid epidemic.,3,1,enabled,
38,condition1,17,Erosion affected density loss.,4,4,affected,
38,condition1,3,The new technology caused the change.,5,6,caused,
38,condition1,10,The striker deflecting the ball affected the goal.,6,0,affected,
38,condition1,9,The new traffic signs affected the decrease in fatalities.,7,4,affected,
38,condition1,15,Metastasis affected cell growth.,8,6,affected,
38,condition1,9,The new traffic signs caused the decrease in fatalities.,9,6,caused,
38,condition1,9,The new traffic signs enabled the decrease in fatalities.,10,0,enabled,
38,condition1,1,The dry weather caused the wild fire.,11,6,caused,
38,condition1,11,Turning off the life support enabled the patient's death.,12,0,enabled,
38,condition1,13,The sun affected the drying of the clothes.,13,4,affected,
38,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,14,0,enabled,
38,condition1,14,Deforestation caused wildlife displacement.,15,6,caused,
38,condition1,12,More stipends affected the increase in student admissions.,16,4,affected,
38,condition1,15,Metastasis enabled cell growth.,17,5,enabled,
38,condition1,19,The construction at the intersection affected the traffic in the vicinity.,18,6,affected,
38,condition1,7,The breaking of the dam affected the flood.,19,0,affected,
38,condition1,13,The sun caused the drying of the clothes.,20,6,caused,
38,condition1,5,The Sacklers' greed affected the opioid epidemic.,21,0,affected,
38,condition1,10,The striker deflecting the ball enabled the goal.,22,4,enabled,
38,condition1,7,The breaking of the dam enabled the flood.,23,0,enabled,
38,condition1,3,The new technology affected the change.,24,0,affected,
38,condition1,2,The CEO's decision affected the outcome.,25,6,affected,
38,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,26,6,affected,
38,condition1,6,The sunny weather affected the tree's growth.,27,6,affected,
38,condition1,4,The zoning restrictions affected the housing shortage.,28,1,affected,
38,condition1,13,The sun enabled the drying of the clothes.,29,4,enabled,
38,condition1,17,Erosion enabled density loss.,30,0,enabled,
38,condition1,5,The Sacklers' greed caused the opioid epidemic.,31,6,caused,
38,condition1,6,The sunny weather caused the tree's growth.,32,6,caused,
38,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,33,4,affected,
38,condition1,16,Diversification caused new monetary policies.,34,6,caused,
38,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,35,6,caused,
38,condition1,8,Janelle's working hard enabled her success.,36,5,enabled,
38,condition1,4,The zoning restrictions enabled the housing shortage.,38,0,enabled,
38,condition1,15,Metastasis caused cell growth.,39,5,caused,
38,condition1,8,Janelle's working hard caused her success.,40,5,caused,
38,condition1,6,The sunny weather enabled the tree's growth.,41,4,enabled,
38,condition1,7,The breaking of the dam caused the flood.,43,6,caused,
38,condition1,11,Turning off the life support affected the patient's death.,44,0,affected,
38,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,45,0,enabled,
38,condition1,8,Janelle's working hard affected her success.,46,4,affected,
38,condition1,3,The new technology enabled the change.,47,4,enabled,
38,condition1,2,The CEO's decision enabled the outcome.,48,4,enabled,
38,condition1,10,The striker deflecting the ball caused the goal.,50,6,caused,
38,condition1,14,Deforestation affected wildlife displacement.,51,4,affected,
38,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,52,6,caused,
38,condition1,16,Diversification affected new monetary policies.,53,4,affected,
38,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,54,2,enabled,
38,condition1,19,The construction at the intersection caused the traffic in the vicinity.,55,6,caused,
38,condition1,1,The dry weather affected the wild fire.,56,6,affected,
38,condition1,14,Deforestation enabled wildlife displacement.,57,0,enabled,
38,condition1,2,The CEO's decision caused the outcome.,59,6,caused,
38,condition1,16,Diversification enabled new monetary policies.,61,0,enabled,
38,condition1,12,More stipends enabled the increase in student admissions.,62,0,enabled,
38,condition1,1,The dry weather enabled the wild fire.,63,0,enabled,
38,condition1,11,Turning off the life support caused the patient's death.,64,6,caused,
38,condition1,12,More stipends caused the increase in student admissions.,65,4,caused,
44,condition1,17,Erosion caused density loss.,0,6,caused,
44,condition1,13,The sun affected the drying of the clothes.,1,6,affected,
44,condition1,3,The new technology caused the change.,2,6,caused,
44,condition1,6,The sunny weather enabled the tree's growth.,3,6,enabled,
44,condition1,15,Metastasis affected cell growth.,4,6,affected,
44,condition1,8,Janelle's working hard enabled her success.,5,0,enabled,
44,condition1,12,More stipends affected the increase in student admissions.,6,0,affected,
44,condition1,6,The sunny weather caused the tree's growth.,7,6,caused,
44,condition1,10,The striker deflecting the ball caused the goal.,8,0,caused,
44,condition1,17,Erosion affected density loss.,9,0,affected,
44,condition1,12,More stipends caused the increase in student admissions.,10,0,caused,
44,condition1,9,The new traffic signs enabled the decrease in fatalities.,11,0,enabled,
44,condition1,3,The new technology enabled the change.,12,6,enabled,
44,condition1,11,Turning off the life support caused the patient's death.,13,6,caused,
44,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,14,0,enabled,
44,condition1,16,Diversification enabled new monetary policies.,15,0,enabled,
44,condition1,5,The Sacklers' greed enabled the opioid epidemic.,16,0,enabled,
44,condition1,4,The zoning restrictions affected the housing shortage.,17,6,affected,
44,condition1,10,The striker deflecting the ball affected the goal.,18,0,affected,
44,condition1,8,Janelle's working hard caused her success.,19,0,caused,
44,condition1,9,The new traffic signs affected the decrease in fatalities.,21,0,affected,
44,condition1,19,The construction at the intersection affected the traffic in the vicinity.,22,6,affected,
44,condition1,6,The sunny weather affected the tree's growth.,23,6,affected,
44,condition1,13,The sun caused the drying of the clothes.,24,6,caused,
44,condition1,1,The dry weather affected the wild fire.,26,0,affected,
44,condition1,2,The CEO's decision affected the outcome.,27,6,affected,
44,condition1,10,The striker deflecting the ball enabled the goal.,29,0,enabled,
44,condition1,17,Erosion enabled density loss.,30,0,enabled,
44,condition1,15,Metastasis caused cell growth.,31,6,caused,
44,condition1,4,The zoning restrictions enabled the housing shortage.,32,0,enabled,
44,condition1,16,Diversification affected new monetary policies.,33,0,affected,
44,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,34,0,affected,
44,condition1,2,The CEO's decision enabled the outcome.,35,0,enabled,
44,condition1,14,Deforestation caused wildlife displacement.,36,6,caused,
44,condition1,7,The breaking of the dam caused the flood.,37,6,caused,
44,condition1,5,The Sacklers' greed caused the opioid epidemic.,38,6,caused,
44,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,39,6,enabled,
44,condition1,8,Janelle's working hard affected her success.,40,0,affected,
44,condition1,4,The zoning restrictions caused the housing shortage.,41,6,caused,
44,condition1,13,The sun enabled the drying of the clothes.,42,6,enabled,
44,condition1,11,Turning off the life support affected the patient's death.,43,0,affected,
44,condition1,2,The CEO's decision caused the outcome.,44,6,caused,
44,condition1,1,The dry weather enabled the wild fire.,45,0,enabled,
44,condition1,16,Diversification caused new monetary policies.,46,0,caused,
44,condition1,1,The dry weather caused the wild fire.,47,6,caused,
44,condition1,5,The Sacklers' greed affected the opioid epidemic.,48,0,affected,
44,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,49,6,caused,
44,condition1,19,The construction at the intersection caused the traffic in the vicinity.,50,0,caused,
44,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,51,0,enabled,
44,condition1,11,Turning off the life support enabled the patient's death.,52,0,enabled,
44,condition1,15,Metastasis enabled cell growth.,53,6,enabled,
44,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,54,6,caused,
44,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,55,0,affected,
44,condition1,7,The breaking of the dam affected the flood.,56,0,affected,
44,condition1,14,Deforestation enabled wildlife displacement.,59,6,enabled,
44,condition1,3,The new technology affected the change.,60,0,affected,
44,condition1,7,The breaking of the dam enabled the flood.,61,6,enabled,
44,condition1,12,More stipends enabled the increase in student admissions.,62,0,enabled,
44,condition1,14,Deforestation affected wildlife displacement.,63,6,affected,
44,condition1,9,The new traffic signs caused the decrease in fatalities.,65,6,caused,
46,condition1,11,Turning off the life support affected the patient's death.,0,6,affected,
46,condition1,7,The breaking of the dam caused the flood.,1,6,caused,
46,condition1,12,More stipends caused the increase in student admissions.,2,6,caused,
46,condition1,17,Erosion enabled density loss.,4,3,enabled,
46,condition1,4,The zoning restrictions affected the housing shortage.,5,6,affected,
46,condition1,1,The dry weather enabled the wild fire.,6,6,enabled,
46,condition1,16,Diversification caused new monetary policies.,7,6,caused,
46,condition1,12,More stipends enabled the increase in student admissions.,8,6,enabled,
46,condition1,19,The construction at the intersection caused the traffic in the vicinity.,10,6,caused,
46,condition1,16,Diversification enabled new monetary policies.,11,6,enabled,
46,condition1,5,The Sacklers' greed affected the opioid epidemic.,12,5,affected,
46,condition1,3,The new technology enabled the change.,13,5,enabled,
46,condition1,4,The zoning restrictions caused the housing shortage.,14,6,caused,
46,condition1,9,The new traffic signs enabled the decrease in fatalities.,16,3,enabled,
46,condition1,9,The new traffic signs caused the decrease in fatalities.,17,5,caused,
46,condition1,12,More stipends affected the increase in student admissions.,18,5,affected,
46,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,19,5,enabled,
46,condition1,17,Erosion caused density loss.,20,6,caused,
46,condition1,7,The breaking of the dam affected the flood.,22,6,affected,
46,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,23,6,caused,
46,condition1,15,Metastasis enabled cell growth.,24,6,enabled,
46,condition1,1,The dry weather affected the wild fire.,25,6,affected,
46,condition1,4,The zoning restrictions enabled the housing shortage.,26,5,enabled,
46,condition1,10,The striker deflecting the ball affected the goal.,27,0,affected,
46,condition1,10,The striker deflecting the ball caused the goal.,28,6,caused,
46,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,29,6,affected,
46,condition1,13,The sun enabled the drying of the clothes.,30,3,enabled,
46,condition1,6,The sunny weather enabled the tree's growth.,31,3,enabled,
46,condition1,14,Deforestation affected wildlife displacement.,32,5,affected,
46,condition1,8,Janelle's working hard enabled her success.,33,6,enabled,
46,condition1,15,Metastasis caused cell growth.,34,6,caused,
46,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,36,6,enabled,
46,condition1,3,The new technology caused the change.,38,6,caused,
46,condition1,6,The sunny weather caused the tree's growth.,39,6,caused,
46,condition1,2,The CEO's decision affected the outcome.,40,5,affected,
46,condition1,2,The CEO's decision caused the outcome.,41,5,caused,
46,condition1,8,Janelle's working hard affected her success.,42,5,affected,
46,condition1,16,Diversification affected new monetary policies.,43,5,affected,
46,condition1,14,Deforestation caused wildlife displacement.,44,5,caused,
46,condition1,8,Janelle's working hard caused her success.,45,6,caused,
46,condition1,14,Deforestation enabled wildlife displacement.,46,5,enabled,
46,condition1,3,The new technology affected the change.,47,5,affected,
46,condition1,5,The Sacklers' greed caused the opioid epidemic.,48,6,caused,
46,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,49,5,enabled,
46,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,50,6,caused,
46,condition1,19,The construction at the intersection affected the traffic in the vicinity.,51,6,affected,
46,condition1,1,The dry weather caused the wild fire.,52,6,caused,
46,condition1,13,The sun caused the drying of the clothes.,53,5,caused,
46,condition1,11,Turning off the life support enabled the patient's death.,54,0,enabled,
46,condition1,6,The sunny weather affected the tree's growth.,55,6,affected,
46,condition1,9,The new traffic signs affected the decrease in fatalities.,56,5,affected,
46,condition1,7,The breaking of the dam enabled the flood.,57,5,enabled,
46,condition1,17,Erosion affected density loss.,58,5,affected,
46,condition1,11,Turning off the life support caused the patient's death.,59,6,caused,
46,condition1,10,The striker deflecting the ball enabled the goal.,60,5,enabled,
46,condition1,2,The CEO's decision enabled the outcome.,61,5,enabled,
46,condition1,15,Metastasis affected cell growth.,62,6,affected,
46,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,63,6,affected,
46,condition1,5,The Sacklers' greed enabled the opioid epidemic.,64,6,enabled,
46,condition1,13,The sun affected the drying of the clothes.,65,5,affected,
30,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,0,6,affected,
30,condition1,14,Deforestation caused wildlife displacement.,1,6,caused,
30,condition1,15,Metastasis affected cell growth.,2,3,affected,
30,condition1,12,More stipends caused the increase in student admissions.,3,6,caused,
30,condition1,12,More stipends enabled the increase in student admissions.,4,4,enabled,
30,condition1,4,The zoning restrictions affected the housing shortage.,5,6,affected,
30,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,6,6,caused,
30,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,7,3,enabled,
30,condition1,10,The striker deflecting the ball enabled the goal.,8,3,enabled,
30,condition1,3,The new technology caused the change.,9,6,caused,
30,condition1,9,The new traffic signs caused the decrease in fatalities.,10,6,caused,
30,condition1,8,Janelle's working hard affected her success.,11,6,affected,
30,condition1,16,Diversification enabled new monetary policies.,13,6,enabled,
30,condition1,16,Diversification affected new monetary policies.,14,6,affected,
30,condition1,11,Turning off the life support affected the patient's death.,15,0,affected,
30,condition1,14,Deforestation enabled wildlife displacement.,16,0,enabled,
30,condition1,10,The striker deflecting the ball affected the goal.,17,6,affected,
30,condition1,2,The CEO's decision caused the outcome.,18,6,caused,
30,condition1,15,Metastasis enabled cell growth.,19,4,enabled,
30,condition1,4,The zoning restrictions caused the housing shortage.,21,6,caused,
30,condition1,6,The sunny weather enabled the tree's growth.,23,6,enabled,
30,condition1,12,More stipends affected the increase in student admissions.,24,6,affected,
30,condition1,14,Deforestation affected wildlife displacement.,25,6,affected,
30,condition1,13,The sun affected the drying of the clothes.,26,0,affected,
30,condition1,3,The new technology affected the change.,27,6,affected,
30,condition1,13,The sun caused the drying of the clothes.,28,6,caused,
30,condition1,5,The Sacklers' greed enabled the opioid epidemic.,29,4,enabled,
30,condition1,6,The sunny weather affected the tree's growth.,30,6,affected,
30,condition1,9,The new traffic signs affected the decrease in fatalities.,31,0,affected,
30,condition1,4,The zoning restrictions enabled the housing shortage.,32,1,enabled,
30,condition1,17,Erosion enabled density loss.,33,1,enabled,
30,condition1,3,The new technology enabled the change.,34,6,enabled,
30,condition1,8,Janelle's working hard caused her success.,35,6,caused,
30,condition1,16,Diversification caused new monetary policies.,36,6,caused,
30,condition1,5,The Sacklers' greed affected the opioid epidemic.,37,6,affected,
30,condition1,15,Metastasis caused cell growth.,38,6,caused,
30,condition1,17,Erosion caused density loss.,39,6,caused,
30,condition1,17,Erosion affected density loss.,41,4,affected,
30,condition1,2,The CEO's decision enabled the outcome.,42,6,enabled,
30,condition1,19,The construction at the intersection caused the traffic in the vicinity.,43,6,caused,
30,condition1,7,The breaking of the dam caused the flood.,44,6,caused,
30,condition1,11,Turning off the life support enabled the patient's death.,45,3,enabled,
30,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,46,6,affected,
30,condition1,8,Janelle's working hard enabled her success.,47,6,enabled,
30,condition1,7,The breaking of the dam enabled the flood.,48,3,enabled,
30,condition1,5,The Sacklers' greed caused the opioid epidemic.,49,6,caused,
30,condition1,2,The CEO's decision affected the outcome.,50,6,affected,
30,condition1,10,The striker deflecting the ball caused the goal.,51,4,caused,
30,condition1,1,The dry weather affected the wild fire.,52,6,affected,
30,condition1,11,Turning off the life support caused the patient's death.,55,6,caused,
30,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,56,6,enabled,
30,condition1,13,The sun enabled the drying of the clothes.,57,6,enabled,
30,condition1,9,The new traffic signs enabled the decrease in fatalities.,58,0,enabled,
30,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,59,0,enabled,
30,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,60,6,caused,
30,condition1,19,The construction at the intersection affected the traffic in the vicinity.,61,6,affected,
30,condition1,1,The dry weather caused the wild fire.,62,6,caused,
30,condition1,6,The sunny weather caused the tree's growth.,63,6,caused,
30,condition1,1,The dry weather enabled the wild fire.,64,6,enabled,
30,condition1,7,The breaking of the dam affected the flood.,65,3,affected,
53,condition1,7,The breaking of the dam affected the flood.,0,0,affected,
53,condition1,6,The sunny weather caused the tree's growth.,1,2,caused,
53,condition1,7,The breaking of the dam caused the flood.,2,6,caused,
53,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,3,0,enabled,
53,condition1,14,Deforestation enabled wildlife displacement.,4,0,enabled,
53,condition1,11,Turning off the life support caused the patient's death.,5,3,caused,
53,condition1,1,The dry weather affected the wild fire.,6,5,affected,
53,condition1,13,The sun caused the drying of the clothes.,8,6,caused,
53,condition1,12,More stipends affected the increase in student admissions.,9,5,affected,
53,condition1,15,Metastasis affected cell growth.,10,6,affected,
53,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,11,6,caused,
53,condition1,4,The zoning restrictions affected the housing shortage.,12,6,affected,
53,condition1,10,The striker deflecting the ball caused the goal.,13,6,caused,
53,condition1,14,Deforestation affected wildlife displacement.,14,0,affected,
53,condition1,8,Janelle's working hard caused her success.,15,4,caused,
53,condition1,5,The Sacklers' greed affected the opioid epidemic.,16,1,affected,
53,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,17,0,enabled,
53,condition1,5,The Sacklers' greed enabled the opioid epidemic.,19,1,enabled,
53,condition1,2,The CEO's decision caused the outcome.,20,6,caused,
53,condition1,3,The new technology enabled the change.,21,6,enabled,
53,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,22,6,caused,
53,condition1,11,Turning off the life support enabled the patient's death.,23,4,enabled,
53,condition1,8,Janelle's working hard enabled her success.,24,4,enabled,
53,condition1,3,The new technology caused the change.,25,0,caused,
53,condition1,9,The new traffic signs caused the decrease in fatalities.,26,6,caused,
53,condition1,15,Metastasis enabled cell growth.,27,1,enabled,
53,condition1,6,The sunny weather affected the tree's growth.,28,6,affected,
53,condition1,5,The Sacklers' greed caused the opioid epidemic.,29,6,caused,
53,condition1,2,The CEO's decision affected the outcome.,30,6,affected,
53,condition1,4,The zoning restrictions enabled the housing shortage.,32,0,enabled,
53,condition1,19,The construction at the intersection affected the traffic in the vicinity.,33,6,affected,
53,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,34,0,enabled,
53,condition1,3,The new technology affected the change.,35,0,affected,
53,condition1,17,Erosion caused density loss.,36,6,caused,
53,condition1,11,Turning off the life support affected the patient's death.,37,0,affected,
53,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,38,0,affected,
53,condition1,10,The striker deflecting the ball affected the goal.,39,0,affected,
53,condition1,14,Deforestation caused wildlife displacement.,40,6,caused,
53,condition1,1,The dry weather enabled the wild fire.,42,0,enabled,
53,condition1,12,More stipends caused the increase in student admissions.,43,6,caused,
53,condition1,13,The sun affected the drying of the clothes.,44,0,affected,
53,condition1,6,The sunny weather enabled the tree's growth.,45,6,enabled,
53,condition1,9,The new traffic signs enabled the decrease in fatalities.,46,0,enabled,
53,condition1,16,Diversification affected new monetary policies.,47,0,affected,
53,condition1,4,The zoning restrictions caused the housing shortage.,48,6,caused,
53,condition1,8,Janelle's working hard affected her success.,49,0,affected,
53,condition1,19,The construction at the intersection caused the traffic in the vicinity.,50,6,caused,
53,condition1,17,Erosion enabled density loss.,52,0,enabled,
53,condition1,10,The striker deflecting the ball enabled the goal.,53,0,enabled,
53,condition1,12,More stipends enabled the increase in student admissions.,54,0,enabled,
53,condition1,15,Metastasis caused cell growth.,55,6,caused,
